0.00162
45
0.00193
90
0.00366
135
0.00310
180
0.00522
225
0.00433
270
0.00658
315
0.00781
360
0.00942
405
0.01159
450
0.00939
495
0.01077
540
0.01040
585
0.01211
630
0.01306
675
0.01632
720
0.01600
765
0.01747
810
0.01760
855
0.01822
900
0.02064
945
0.01871
990
0.01957
1035
0.01888
1080
0.02031
1125
0.02010
1170
0.02224
1215
0.02248
1260
0.02477
1305
0.02507
1350
0.02621
1395
0.02771
1440
0.02721
1485
0.02744
1530
0.02688
1575
0.03000
1620
0.03024
1665
0.03132
1710
0.03180
1755
0.03371
1800
0.03261
1845
0.03418
1890
0.03622
1935
0.03268
1980
0.03449
2025
0.03397
2070
0.03415
2115
0.03260
2160
0.03361
2205
0.03296
2250
0.03344
2295
0.03328
2340
0.03516
2385
0.03409
2430
0.03388
2475
0.03236
2520
0.03097
2565
0.03378
2610
0.03176
2655
0.03248
2700
0.03013
2745
0.03131
2790
0.03008
2835
0.03237
2880
0.03197
2925
0.03236
2970
0.03128
3015
0.03126
3060
0.02963
3105
0.03128
3150
0.03209
3195
0.03129
3240
0.03230
3285
0.02918
3330
0.03088
3375
0.03198
3420
0.02953
3465
0.02814
3510
0.02727
3555
0.02437
3600
0.02579
3645
0.02435
3690
0.02216
3735
0.02580
3780
0.02165
3825
0.02268
3870
0.01536
3915
0.01009
3960
0.04548
4005
0.03584
4050
